"movie_id","title","year","genres","description"
"8024","The Thing Called Love","1993","Music|Drama|Romance","Miranda Presley moves from New York to Nashville to become a songwriter. At an unsuccessful audition she meets James Wright, a promising newcomer. After only a few days they marry but start to quickly regret it."
"8025","The Thief","1997","Drama","In 1946, a soldier fathers a child then dies before its birth. Jump to 1952: on a train, the child and his mother meet a handsome soldier who makes a play for her. She accepts. Posing as a married family, the soldier finds them a rooming house where he becomes everyone's favorite through his good looks and generosity. Meanwhile he gives the boy, Sanya, lessons in life: to fight back, to win at all costs. The child's mother, Katya, is head-over-heels in love with Tolyan, the soldier, but the relationship becomes rocky when Tolyan's true plans for the rooming house become clear. It starts them on a treadmill of flight that risks Katya's life, Tolyan's liberty, and Sanya's trust."
"8033","How to Steal a Million","1966","Comedy|Crime|Romance","A woman must steal a statue from a Paris museum to help conceal her father's art forgeries."
"8035","The Stendhal Syndrome","1996","Crime|Horror|Thriller","A young policewoman slowly goes insane while tracking down an elusive serial rapist/killer through Italy when she herself becomes a victim of the brutal man's obsession."
"8042","Mean Streets","1973","Drama|Crime","A small-time hood must choose from among love, friendship and the chance to rise within the mob."
"8043","Jack the Bear","1993","Drama","Story of the relationships between two sons and their father, who moves the family to California and becomes a tv horror show host after the death of his wife."
"8044","I Am a Fugitive from a Chain Gang","1932","Crime|Drama","A World War I veteran’s dreams of becoming a master architect evaporate in the cold light of economic realities. Things get even worse when he’s falsely convicted of a crime and sent to work on a chain gang."
"8045","Hamburger Hill","1987","War|Action|Drama","The men of Bravo Company are facing a battle that's all uphill… up Hamburger Hill. Fourteen war-weary soldiers are battling for a mud-covered mound of earth so named because it chews up soldiers like chopped meat. They are fighting for their country, their fellow soldiers and their lives. War is hell, but this is worse. Hamburger Hill tells it the way it was, the way it really was. It's a raw, gritty and totally unrelenting dramatic depiction of one of the fiercest battles of America's bloodiest war. This happened. Hamburger Hill - war at its worst, men at their best."
"8057","Sweet Bird of Youth","1962","Drama|Romance","Gigolo and drifter, Chance Wayne, returns to his home town as the accompaniment of a faded movie star, Alexandra Del Lago, whom he hopes to use to help him break into the movies. Chance runs into trouble when he finds his ex-girlfriend, the daughter of the local politician Tom 'Boss' Finley, who more or less forced him to leave his daughter and the town many years ago."
"8092","Frankenstein Unbound","1990","Drama|Horror|Science Fiction","The ultimate weapon, claimed to be safe for mankind, produces global side-effects including time slides and disappearances. The scientist behind the project and his car are zapped from the year 2031 to 1817 in Switzerland where he meets Dr. Victor Frankenstein, Mary Shelley and others."
"8093","Shiri","1999","Action|Adventure|Drama|Thriller","North Korea's 8th Special Forces hijacks a shipment of CTX, a potent new liquid explosive, and threatens South Korea as part of a plot to re-unify the two countries.Ryu and Lee, special agents of O.P., South Korea's secret intelligence service, attempt to track down the terrorists and find the CTX. Meanwhile Hee, the 8th's ultra-bad female sniper, resurfaces to wreak havoc and haunt Ryu."
"8094","Bad Day at Black Rock","1955","Crime|Drama|Western|Thriller","A stranger visits a tiny Western town determined to keep a horrible secret."
"8117","In China They Eat Dogs","1999","Action|Comedy|Crime","An intent fast paced Danish dark comedy film about two separately motivated brothers who with their slightly psychopathic tendencies end up in a touchy situation. One brother gets in serious trouble after a bank robbery and begs the other brother for help."
"8118","Delta Force 2: The Colombian Connection","1990","Action|Adventure","When DEA agents are taken captive by a ruthless South American kingpin, the Delta Force is reunited to rescue them in this sequel to the 1986 film."
"8119","Crossroads","1986","Drama|Music|Mystery|Romance","Cult classic starring Ralph Macchio as a want-to-be blues guitar virtuoso who seeks a long-lost song by legendary musician Robert Johnson."
"8121","Seducing Doctor Lewis","2003","Drama|Comedy","A much-needed boost, in the form of a new factory, is promised to the residents of the tiny fishing village St. Marie-La-Mauderne, provided they can lure a doctor to take up full-time residency on the island. Inspired, the villagers devise a scheme to make Dr. Christopher Lewis a local."
"8125","Sunrise: A Song of Two Humans","1927","Drama|Romance","A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife."
"8126","Shock Corridor","1963","Drama|Mystery","Determined to pull in the Pulitzer Prize, reporter Johnny Barrett will go to any length necessary to win the coveted award. When he learns of an unsolved murder committed at a mental institution, Barrett devises a scheme to solve it and earn himself recognition. With the assistance of a psychiatrist and his girlfriend, Barrett convinces the doctors at the institution to commit him. Once inside, he begins his investigation -- and gradually loses his mind."
"8128","Au Revoir les Enfants","1987","Drama|War","A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of top student in his class. Rivals at first, the roommates form a bond and share a secret."
"8131","Pursuit of Happiness","2001","Comedy","An advertising executive fails to realize that the woman of his dreams is his best friend since first grade, now married to his cheating co-worker."
